4.75,21,black
4.32,18,black
8.62,33,black
9.05,60,black
7.13,31,white
10.65,60,black
6.85,25,black
9.7,49,black
10.71,49,white
10.37,36,black
4.58,60,black
3.32,16,white
11.11,47,white
5.61,23,white
8.24,27,black
14.37,55,white
5.59,16,white
3.91,16,black
5.81,60,black
6.01,27,white
15.08,51,white
4.66,46,white
7.33,30,black
8.02,50,white
13.62,40,white
3.4,21,black
11.76,55,white
5.66,60,black
